# agent5 — lake env lean /home/milnes/projects/ScottLean4-agent5/scripts/a5-freehyp.lean
# checkout: /home/milnes/projects/ScottLean4-agent5
# started: 2026-08-08T17:19:41-07:00
# lean: leanprover/lean4:v4.32.2
### === lint ===
-- package declarations: 2962
-- constants with a candidate hypothesis-free provider: 41
-- HIT <theorem> (<binder> : <head>) <= <provider that discharges it>
HIT ScottDomains.BifiniteUniversal.mpair_punit_eq  (m : ScottDomains.BifiniteUniversal.MPair)  <=  ScottDomains.BifiniteUniversal.pointA
HIT ScottDomains.Colimit.stg_one_eq  (x : ScottDomains.Colimit.Stg)  <=  ScottDomains.Colimit.pointB1
HIT ScottDomains.Combinator.Comb.ap.injEq  (a._@._internal._hyg.0 : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.Comb.ap.injEq  (a._@._internal._hyg.0 : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.Comb.ap.injEq  (a._@._internal._hyg.0 : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.Comb.ap.injEq  (a._@._internal._hyg.0 : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.Comb.ap.sizeOf_spec  (a._@._internal._hyg.0 : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.Comb.ap.sizeOf_spec  (a._@._internal._hyg.0 : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.Comb.brecOn.eq  (t : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.Construction.WHom_succ  (ψ : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.Construction.WHom_zero  (ψ : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.Construction.bigTheta_apply  (ψ : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.Construction.pairHomH_apply  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.Construction.pairHomH_apply  (g : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.Construction.slotHom_apply  (ψ : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.Construction.sndIter_tailHom  (ψ : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.Construction.tailHom_succ  (ψ : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.app_lam  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.combEval.eq_5  (c₁ : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.LambdaModel.combEval.eq_5  (c₂ : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.LambdaModel.combEval.eq_def  (x._@.ScottDomains.Combinator.1444381550._hygCtx._hyg.11 : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.LambdaModel.combEval_ap  (c₁ : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.LambdaModel.combEval_ap  (c₂ : ScottDomains.Combinator.Comb)  <=  ScottDomains.Combinator.Comb.K
HIT ScottDomains.Combinator.LambdaModel.elem_of_hom₁  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.elem_of_hom₂  (f : ScottDomains.ScottHom)  <=  ScottDomains.Morphism.prodFst
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (app : ScottDomains.ScottHom)  <=  ScottDomains.Combinator.constHom
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (pairH : ScottDomains.ScottHom)  <=  ScottDomains.Morphism.prodFst
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (fstH : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (sndH : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (app : ScottDomains.ScottHom)  <=  ScottDomains.Combinator.constHom
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (pairH : ScottDomains.ScottHom)  <=  ScottDomains.Morphism.prodFst
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (fstH : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.mk.injEq  (sndH : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.mk.sizeOf_spec  (app : ScottDomains.ScottHom)  <=  ScottDomains.Combinator.constHom
HIT ScottDomains.Combinator.LambdaModel.mk.sizeOf_spec  (pairH : ScottDomains.ScottHom)  <=  ScottDomains.Morphism.prodFst
HIT ScottDomains.Combinator.LambdaModel.mk.sizeOf_spec  (fstH : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.LambdaModel.mk.sizeOf_spec  (sndH : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.arrowFamily_mono  (i : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.directedOn_fst_val  (x : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.directedOn_fst_val  (y : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.directedOn_snd_val  (x : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.directedOn_snd_val  (y : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.isLUB_arrowFamily  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.liftMap_bot  (r : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.liftMap_coe  (r : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Combinator.scottContinuous_liftFun  (r : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.ContinuousConstruction.isCompactElement_diagStep  (u : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Dyadic.U₀.exists_isLUB_pair  (X : ScottDomains.Dyadic.U₀)  <=  ScottDomains.Dyadic.lowerHalf
HIT ScottDomains.Dyadic.U₀.exists_isLUB_pair  (Y : ScottDomains.Dyadic.U₀)  <=  ScottDomains.Dyadic.lowerHalf
HIT ScottDomains.Dyadic.U₀.isBasic  (X : ScottDomains.Dyadic.U₀)  <=  ScottDomains.Dyadic.lowerHalf
HIT ScottDomains.Dyadic.U₀.toSet_nonempty  (X : ScottDomains.Dyadic.U₀)  <=  ScottDomains.Dyadic.lowerHalf
HIT ScottDomains.Dyadic.U₀.toSet_subset_S  (X : ScottDomains.Dyadic.U₀)  <=  ScottDomains.Dyadic.lowerHalf
HIT ScottDomains.FixedPointOperator.isFixedPt  (self : ScottDomains.FixedPointOperator)  <=  ScottDomains.kleeneOperator
HIT ScottDomains.FixedPointOperator.isFixedPt  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.Flat.bot_le'  (y : ScottDomains.Flat)  <=  ScottDomains.Flat.bot
HIT ScottDomains.Flat.cpt_val  (a : ScottDomains.Flat)  <=  ScottDomains.Flat.bot
HIT ScottDomains.Flat.fcBotPair.eq_1  (a : ScottDomains.Flat)  <=  ScottDomains.Flat.bot
HIT ScottDomains.Flat.flat_cases  (a : ScottDomains.Flat)  <=  ScottDomains.Flat.bot
HIT ScottDomains.Flat.hoareSet.eq_1  (u : ScottDomains.Hoare.Pf)  <=  ScottDomains.Flat.pfOne
HIT ScottDomains.Flat.isCompactElement  (a : ScottDomains.Flat)  <=  ScottDomains.Flat.bot
HIT ScottDomains.Flat.isCompactElement  (u : ScottDomains.Flat)  <=  ScottDomains.Flat.bot
HIT ScottDomains.Flat.kp_fst  (a : ScottDomains.Flat.Truth)  <=  ScottDomains.Flat.fls
HIT ScottDomains.Flat.kp_fst  (b : ScottDomains.Flat.Truth)  <=  ScottDomains.Flat.fls
HIT ScottDomains.Flat.kp_snd  (a : ScottDomains.Flat.Truth)  <=  ScottDomains.Flat.fls
HIT ScottDomains.Flat.kp_snd  (b : ScottDomains.Flat.Truth)  <=  ScottDomains.Flat.fls
HIT ScottDomains.Flat.not_univ_subset_smythSet  (u : ScottDomains.Smyth.Basis)  <=  ScottDomains.Flat.bOne
HIT ScottDomains.Flat.pset_fcBotPair  (a : ScottDomains.Flat)  <=  ScottDomains.Flat.bot
HIT ScottDomains.Flat.pset_finite  (u : ScottDomains.Plotkin.FinCompacts)  <=  ScottDomains.Flat.fcBot
HIT ScottDomains.Flat.pset_nonempty  (u : ScottDomains.Plotkin.FinCompacts)  <=  ScottDomains.Flat.fcBot
HIT ScottDomains.Flat.smythSet.eq_1  (u : ScottDomains.Smyth.Basis)  <=  ScottDomains.Flat.bOne
HIT ScottDomains.Flat.smythSet_finite  (u : ScottDomains.Smyth.Basis)  <=  ScottDomains.Flat.bOne
HIT ScottDomains.Flat.truth_forall_eq  (a : ScottDomains.Flat.Truth)  <=  ScottDomains.Flat.fls
HIT ScottDomains.FpEmbedding.TwoMub.bot_le'  (x : ScottDomains.FpEmbedding.TwoMub)  <=  ScottDomains.FpEmbedding.TwoMub.a
HIT ScottDomains.FpEmbedding.TwoMub.enumList_getElem?_ctorIdx_eq  (x._@.ScottDomains.FinitaryProjectionEmbedding.1402872615._hygCtx._hyg.1 : ScottDomains.FpEmbedding.TwoMub)  <=  ScottDomains.FpEmbedding.TwoMub.a
HIT ScottDomains.FpEmbedding.TwoMub.ofNat_ctorIdx  (x : ScottDomains.FpEmbedding.TwoMub)  <=  ScottDomains.FpEmbedding.TwoMub.a
HIT ScottDomains.FpEmbedding.TwoMub.p₁_le_fConst  (i : ScottDomains.FpEmbedding.TwoMub)  <=  ScottDomains.FpEmbedding.TwoMub.a
HIT ScottDomains.FpEmbedding.TwoMub.p₂_le_fConst  (i : ScottDomains.FpEmbedding.TwoMub)  <=  ScottDomains.FpEmbedding.TwoMub.a
HIT ScottDomains.FpEmbedding.isGreatest_of_section  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungBicomplete.IsRetractPair.sandwichHom  (y : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungBicomplete.isContinuousDcpo_scottHom_of_isAlgebraic  (x : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungBicomplete.prop122  (x : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungBicomplete.sandwichHom_apply  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungBicomplete.sandwich_apply  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungCor136.directedOn_extSet  (x : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungCor136.directedOn_extSet  (y : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
HIT ScottDomains.JungCor136.fixedPointOfCompactDeflationIsCompact  (f : ScottDomains.ScottHom)  <=  ScottDomains.ContinuousConstruction.idHom
